listing_id,url,property_type,price_azn,area_m2,rooms,floor,total_floors,building_type,renovation,has_kupca,has_mortgage,city,district,settlement,metro_station,landmark,latitude,longitude,seller_type,description
6195497,https://bina.az/items/6195497,menziller/yeni-tikili,310000.00,90.00,3,13,16,yeni tikili,temirli,t,t,Bakı,Nərimanov,,28 May,Şərq bazarı,,,agent,"🏡 Satılır Mənzil
📍 Ünvan:  28 may metrosuna yaxin 
🏢 Mərtəbə: 13\16
📐 Sahə: 90  m²
🏘 Otaq: 3  
🚇 Metro: 28 may 
💰 Qiymət: 310000  AZN
📄 Kupça:  var 
✨ Mənzil rahat yaşayış üçün əlverişli ərazidə yerləşir. Yaxınlığında market, məktəb, bağça və digər iaşə obyektləri mövcuddur.
📞 Əlavə məlumat üçün zəng edin.
💼 Xidmət  haqqı: 1%"
6260566,https://bina.az/items/6260566,menziller/yeni-tikili,255000.00,102.00,3,12,15,yeni tikili,temirli,t,t,Bakı,Xətai,,Xalqlar Dostluğu,,,,agent,"🏡✨ TƏCİLİ SATILIR – PANORAMALI, TAM TƏMİRLİ, QANUNİ 3 OTAQLI MƏNZİL! ✨🌇

📍 Xətai rayonu, Babək prospektində yerləşən,Baku Medical Plazanın yanı, yüksək yaşayış komfortu təqdim edən 15 mərtəbəli binanın 12-ci mərtəbəsində yerləşən qanuni 3 otaqlı, 102 kv.m sahəyə malik mənzil satışa çıxarılıb.

✨ Mənzil geniş və funksional layihəyə malikdir. Qonaq otağı, 2 yataq otağı, geniş mətbəx, dəhliz, eyvan və sanitar qovşağından ibarətdir. Yelçəkən olması sayəsində gün ərzində təmiz hava və təbii işıqla təmin olunur. Eyvandan şəhərə açılan möhtəşəm panoramik mənzərə mənzilə xüsusi gözəllik qatır.

🛋️ Mənzilin əşyalarının böyük hissəsi alıcıya təhvil veriləcək, bu da əlavə xərc çəkmədən dərhal köçüb yaşamaq imkanı yaradır.

🔥 Mənzildə kombi istilik sistemi quraşdırılıb. Qaz, su, işıq və internet daimidir. Sakit və mehriban qonşular, təmiz hava və komfortlu yaşayış mühiti bu mənzilin əsas üstünlüklərindəndir.

🏢 Bina 24/7 mühafizə xidməti və kamera nəzarət sistemi ilə təmin olunub. 2 sürətli və fasiləsiz işləyən lift, geniş həyət və avtomobil üçün parkinq mövcuddur.

📍 İnfrastruktur baxımından olduqca əlverişli ərazidə yerləşir. Yaxınlıqda məktəblər, uşaq bağçaları, supermarketlər, apteklər, ictimai nəqliyyat dayanacaqları və gündəlik ehtiyac duyulan bütün iaşə obyektləri mövcuddur.

💰 Qiymət: 255.000 AZN

📞 Ətraflı məlumat və mənzilə baxış üçün elə indi əlaqə saxlayın!

📌 Xidmət haqqı: 1% (alıcı tərəfdən)."
6195501,https://bina.az/items/6195501,menziller/kohne-tikili,245000.00,80.00,3,8,9,kohne tikili,temirli,t,t,Bakı,Nərimanov,,,Ayna Sultanova heykəli,,,agent,"🏡 Satılır Mənzil
📍 Ünvan:  Ayna Sultanova heykəlinin yanında, daş binada
🏢 Mərtəbə: 9/8
📐 Sahə:  80 m²
🏘 Otaq: 3
🚇 Metro:  Gənclik
💰 Qiymət: 245000 AZN 📄 Kupça: var
✨ Mənzil rahat yaşayış üçün əlverişli ərazidə yerləşir. Yaxınlığında market, məktəb, bağça və digər iaşə obyektləri mövcuddur.
📞 Əlavə məlumat üçün zəng edin.
💼 Xidmət  haqqı: 1%"
6278602,https://bina.az/items/6278602,menziller/yeni-tikili,198000.00,115.00,2,10,18,yeni tikili,temirsiz,f,f,Bakı,Yasamal,Yeni Yasamal,20 Yanvar,,,,agent,Qazli bina.Y/Yasamalda M.Xiyabani kucesi bazarstorun ustu 18 mertebeli binanin 10-cu mertebesinde 115 kvm 2 otaqli temirsiz menzil satilir.
6100599,https://bina.az/items/6100599,menziller/yeni-tikili,245000.00,61.00,2,16,17,yeni tikili,temirli,t,t,Bakı,Nərimanov,,28 May,Şərq bazarı,,,agent,"2 otaq studio mənzil. Armoni residents. Sonuncu mərtəbə deyil. Üstü yaşayışdı. Şərq bazarının yanı. 28 may və Nərimanov metrolarına 5 dəqiqəlik piyada məsafədə yerləşir. Şəxsi evimdi. Satış üçün təmir olunmayıb. Təmirdə keyfiyyətli materiallardan istifade olunub. Bir nəfər yaşayıb. İş adamı oldugum üçun cox seliqeli veziyyetdedir. Ev eşyalarıyla birlikdə satılır. Kupçası var. Qeydiyyatda heç kim yoxdu. Qaz, su, işıq daimidi. İstilik sistemi kombidir. Komendant pulu cəmi 20 manatdı. 2 mərtəbəli parking, qapalı heyəti, uşaqlar uçün uşaq meydançası mövcüddur. Blokları mərmərdəndi. Çox keyfiyyətli kompleksdir.
"
6280570,https://bina.az/items/6280570,menziller/yeni-tikili,437000.00,108.00,3,9,16,yeni tikili,temirli,f,f,Bakı,Nərimanov,,,Şərq bazarı,,,agent,"EAST PARK
YENİ TƏMİRDƏN ÇIXIB YAŞAYIŞ OLMAYIB
QANUNİ 3 OTAQ
SANUZEL 2
SENED MÜQAVİLƏ"
6036040,https://bina.az/items/6036040,menziller/yeni-tikili,590000.00,175.00,4,5,17,yeni tikili,temirli,t,f,Bakı,Nəsimi,,8 Noyabr,İnqilab Residence,,,agent,"Nesimi Rayonu, Tibb Unisi, Yaxinliginda, Yeni Tikilide, 17/5   175 kv 4 otaqli temirli menzil satilir. Temirde cox keyfiyyetli materiallardan istifade edilib. Keramika- Parcelanso, Sanitar- Velleroy Boch, Aksessuarlar - Hans Groche ve.s  Menzil Zal, 3 yataq, metbex, 2 sanitar qovsagi ve 2 eyvandan ibaretdir. Tam temirli ve butun esyalari ile birlikde satilir. Sened Kupca. "
6235512,https://bina.az/items/6235512,menziller/yeni-tikili,295000.00,96.00,3,14,20,yeni tikili,temirli,t,f,Bakı,Xətai,,Şah İsmayıl Xətai,Cavanşir körpüsü,,,agent,"Xətai rayonu, H.Salmani küçəsi, Xətai metrosunun yaxın 20mərtəbəli binanın 14-cu mərtəbəsində ümumi sahəsi 96 kv olan 3 otaqlı(düzəlmə), təmirli, əşyalı mənzil satışa çıxıb. Mənzil geniş və işıqlıdır,  təmirlidir, əşyalar qalır, döşəmə paketdir, qaz, su, işıq daimidir, istilik sistemi kombidir, sürətli liftlər, mühafizə, yeraltı dayanacaq mövcuddur. Binanın yeri idealdır, yanında xəstəxana, məktəb, baxça, ailəvi restoranlar, yaxında metro, bütün iaşə obyektləri mövcuddur. Ən əsası çıxarış var və ipotekaya yararlıdır
Qiymət-295000azn.
Xidmət haqqı-1%"
5904491,https://bina.az/items/5904491,menziller/yeni-tikili,155000.00,68.00,2,2,16,yeni tikili,temirli,t,f,Bakı,Suraxanı,Yeni Günəşli,,,,,agent,"Təcili satılır. Yeni Günəşli D massivi ideal yerdə Xəzər inşaat 2-də 16 mərtəbəli binanın 2-ci mərtəbəsində ümumi sahəsi 68 kv.metr olan qanuni 2 otaqlı, əla təmirli, əşyalı  mənzil satışa çıxıb. Mənzil geniş və işıqlıdır, yelçəkəndir, əla təmirlidir, bütün mebellər yenidir, dəyərlidir və hamısı qalır, qaz, su, işıq daimidir, istilik sistemi kombidir, sürətli liftlər, mühafizə, yeraltı dayanacaq mövcuddur. Binanın yeri idealdır, abad və səliqəli kompleks, yanında məktəb, baxça, supermarketlər, avtobus dayanacağı, bütün iaşə obyektləri mövcuddur. Ən əsası çıxarış var və ipotekaya yararlıdır.
Qiymət-155000azn.
Xidmət haqqı-1%."
6282945,https://bina.az/items/6282945,menziller/yeni-tikili,390000.00,108.00,3,2,9,yeni tikili,temirli,t,t,Bakı,Nərimanov,,Gənclik,Azərbaycan turizm institutu,,,agent,"TƏCİLİ...!!!!!
KUPÇALI İPOTEKAYA YARARLI..!!!!
Gənclik metrosunun tam qarşısında ''Badamlı Binası''
3 otaqlı mənzil satış üçün təqdim olunur
Mənzil çox yaxşı yerdədir.
Ətrafda bütün iaşə obyektlıri mövcuddur
Qiymətə əşyalar daxildir.
Əlavə məlumat üçün zəng edin
Xidmət haqqı 1%"
6355700,https://bina.az/items/6355700,menziller/kohne-tikili,160000.00,48.00,2,7,9,kohne tikili,temirli,t,t,Bakı,Nərimanov,,Nəriman Nərimanov,Nəriman Nərimanov parkı,,,agent,"Nərimanov Rayon Nərimanov Metrosu 
İdeal Təklif
9 Mərtəbəli  Leninqrat lahiyyəli binanın 7 ci mərtrəbəsində qanuni 1 otaq ideal şəkildə 2 otaq düzəlmə təmirli mənzil satlır  binanın yeri çöx Möhtəşəmdir  mənzilin pəncərəsindən Metro Park görsənir 
buda onu biznes məksədi üçün alıb rahatlıqla kirayə verməyə ideal bir təklif edir 
binaya yeni və sürətli lift quraşdırlıb bina Leninqrat Lahiyyə olduğu üçün ipotekaya düşür 
real müştəri ilə qiyymətdə danşmaq olar"
5795678,https://bina.az/items/5795678,menziller/yeni-tikili,215000.00,53.00,1,7,14,yeni tikili,temirsiz,f,f,Bakı,Nəsimi,,Nizami,Azərbaycan Dillər Universiteti,,,agent,"GOLD STAR CİTY MMC
VURGUN REZİDENSİN ARXASI
BİNA HAZİRDİ,HƏYƏTİNDƏ SON İŞLƏR GÖRÜLÜR
1 AY SONRA TƏHFİL VERİLƏCƏK
ÇOX MÖHTƏŞƏM BİR LAHİYƏ
300 AVTOMOBİLLİK YERALTI PARKİNGİ
HEYETİNDƏ HOVUZU İDMAN ZALI UŞAQ MEYDANCASI"
6249180,https://bina.az/items/6249180,menziller/kohne-tikili,160000.00,75.00,3,1,5,kohne tikili,temirli,t,f,Bakı,Nəsimi,1-ci mikrorayon,20 Yanvar,,,,agent,"🏡 20 Yanvar və Əcəmi metrolarına yaxın əla fürsət!

✨ 2 otaqdan 3 otağa düzəldilmiş, super təmirli mənzil satışdadır!

📐 Ümumi sahə: 75 m²
💰 Qiymət: 160 000 AZN (Real alıcı ilə qiymətdə razılaşma mümkündür.)

📍 Mənzil həm yaşayış, həm də investisiya üçün ideal seçimdir.

✅ Super təmir
✅ Məktəb və uşaq bağçası yaxınlıqda
✅ 20 Yanvar və Əcəmi metrolarına cəmi 4 dəqiqəlik məsafə
✅ Rahat və əlverişli infrastruktur

📞 Ətraflı məlumat və baxış üçün əlaqə saxlayın.

Xidmət haqqı: 1% təşkil edir"
6364645,https://bina.az/items/6364645,menziller/yeni-tikili,538000.00,170.00,3,3,15,yeni tikili,temirli,f,f,Bakı,Nəsimi,,Nizami,Azərbaycan Dillər Universiteti,,,agent,"Bazara əla təklif çıxıb!

Vurğun Residence — şəhərin ən prestijli və əlverişli ərazilərindən birində, tam mərkəzdə yerləşən seçilən yaşayış komplekslərindən biridir.

Kompleks Çıraq və Zabitlər parkı ilə üzbəüz yerləşir. Ərazidə yüksək səviyyəli infrastruktur formalaşıb və gündəlik yaşayış üçün bütün zəruri imkanlar mövcuddur.

Mənzilin qanuni olaraq 3 otaq olması da onun əsas üstünlüklərindən biridir.

Ətrafda restoranlar, kafelər, marketlər, apteklər, məktəblər, uşaq bağçaları və digər sosial obyektlər yerləşir.

Həm komfortlu yaşayış, həm də sərfəli investisiya üçün əla seçimdir.                                                                                                                                                                                                                            Отличное предложение на рынке недвижимости!

Vurgun Residence — престижный жилой комплекс, расположенный в самом центре города, в одной из самых востребованных и привлекательных локаций.

Комплекс находится напротив парка Чингизова и парка Зарифы Алиевой, что обеспечивает удобное расположение и быстрый доступ ко всей необходимой инфраструктуре.

Одним из главных преимуществ квартиры является то, что по документам квартира официально зарегистрирована как 3-комнатная.

В непосредственной близости расположены рестораны, кафе, магазины, аптеки, школы, детские сады и другие объекты социальной инфраструктуры.

Отличный вариант как для комфортного проживания, так и для выгодной инвестиции."
6364776,https://bina.az/items/6364776,menziller/kohne-tikili,269500.00,100.00,4,1,5,kohne tikili,temirli,t,f,Bakı,Səbail,Badamdar,,,,,agent,"🏠 Badamdar qəsəbəsində mənzil satılır!

📍 Badamdar qəsəbəsi
🏢 Leninqrad layihəli bina
✨ Mənzil satışa çıxarılır

Ətraflı məlumat və baxış üçün əlaqə saxlaya bilərsiniz.

💼 Ofis haqqı: 2%"
6364686,https://bina.az/items/6364686,menziller/yeni-tikili,390000.00,100.00,3,12,17,yeni tikili,temirli,t,f,Bakı,Nəsimi,,,Dostluq kinoteatrı,,,agent,"əqdim olunur.

📐 100 m²
🏢 17 mərtəbəli binanın 12-ci mərtəbəsi
🛏️ 2 otaqdan 3 otağa ideal şəkildə düzəldilib
📜 Çıxarışlı (Kupça)

Əla yerləşməsi və rahat planlaşdırılması ilə həm yaşayış, həm də investisiya üçün uğurlu seçimdir.

💰 Qiymət: 390 000 AZN

📌 Alıcı tərəfindən xidmət haqqı 1% təşkil edir.

Xeyirli və uğurlu alış-veriş arzulayırıq!"
6364682,https://bina.az/items/6364682,menziller/kohne-tikili,167000.00,60.00,2,8,9,kohne tikili,temirli,t,f,Bakı,Xətai,,Həzi Aslanov,,,,agent,"Hezi Aslanov Metrosuna Yaxin İlqar Zulfiqarov kucesinde 9 mertebeli kiev lahiyeli binanin 8 ci mertebesinde  2 otaqli Menzil 167000   manata satilir
Menzilde butun esyalar qiymete daxildir
Menzilin seneti Kupcadir Dovlet İpotekasina Yararlidir
Menzilde istilik sistemi kombidir
Real aliciya endirim olunacaq
Menzile istenilen vaxt baxmaq olar
Firma haqqi 1% S R X V"
6364687,https://bina.az/items/6364687,menziller/yeni-tikili,790000.00,164.00,4,13,16,yeni tikili,temirli,t,f,Bakı,Nəsimi,,Nizami,Beşmərtəbə,,,agent,"“Malibo Residence”- premium yaşayış kompleksində, Şamil Əzizbəyov küçəsində yeni tikili və fasadı xüsusi keramoqranitnən bəzədilmiş binada  mənzil satılır.

Mənzilin təsviri:
• Təmirli 
• 164 m²
• 13 / 16
• 4 otaq
• 1 mətbəx
• Əşyalı 


Binanın üstünlükləri:
• Ekoloji təmiz rayon
• Yeraltı qaraj
• Ticarət va xidmət obyektləri
• 24 saat təhlükəsizlik xidməti
• Kodlaşdırılmış giriş-çıxış
• Kamera nəzarəti
• Yanğın təhlükəsizlik sistemi
• Müasir tələblərə uyğun lift
• Daimi qaz,işıq və su
• Qapalı həyət

170169"
6098177,https://bina.az/items/6098177,menziller/yeni-tikili,258000.00,90.00,3,11,15,yeni tikili,temirli,t,f,Bakı,Nəsimi,,8 Noyabr,Grand Hayat Residence,,,agent,"НА ПЕРЕСЕЧЕНИИ УЛИЦЫ ИНГЛАБ И ТБИЛИССКОГО ПРОСПЕКТА (ХИМ. ГОРОДОК). ЖИЛОЙ ГАЗИФИЦИРОВАННЫЙ КОМПЛЕКС С ЦЕНТРАЛИЗОВАННОЙ ОТОПИТЕЛЬНОЙ СИСТЕМОЙ. 

В   ЦЕНТРЕ ГОРОДА, на пересечении  пр. Тбилиси  и  ул. Гасана Алиева (бывш. Инглаб), в  полно-заселённом комплексе продаётся  3-х комнатная квартира (перепланировка из 2х в 3х) c  общей  площадью  90 кв.м. Во всех комнатах имеются окна.
11 этаж 15-ти этажного  жилого  дома.
Отличный  проект, хороший ремонт, паркетные  полы , просторные светлые комнаты, встроенная кухонная  мебель. Комплекс оснащен современными инженерными системами, большой  охраняемый двор с детской игровой площадкой, 2 скоростных и бесшумных лифта,  подземная парковка. Имеется ГАЗ и КУПЧАЯ. 
Комиссия для Покупателей 1%

_______________



QAZ və ÇIXARIŞ (KUPÇA ) VAR !!!
Nəsimi  rayonu, Tbilisi prospekti   ilə  Həsən Əliyev küçəsinin  (keçmiş Inglab  küç.) kəsişməsində, tam yaşayışlı  kompleksdə  3 otaqlı mənzil satılır (2 otaqdan 3 otağa düzəlmə, bütün otaqlarda pəncərə var). Mərtəbə 15/11,   ümumi sahəsi  90 kv.m.  Geniş işıqlı otaqlar,  yaxşı  təmirlidir,  parket  döşəmə,  quraşdırılmış mətbəx mebeli. Yaşayış kompleksi  mərkəzi  istilik sistemi,  qaz, daimi isti və soyuq su ilə təchiz edilib. Kompleksin  geniş  mühafizəli həyəti ,   2 səssiz sürətli liflər, uşaq meydançası və yeraltı qarajı var.  Xidmət haqqı 1% (Alıcıdan)
"
6364691,https://bina.az/items/6364691,menziller/kohne-tikili,205000.00,75.00,3,5,5,kohne tikili,temirli,t,f,Bakı,Səbail,Badamdar,,,,,agent,"TƏMİRDƏN SONRA YAŞAYIŞ OLMAYIB!!?
Badamdarda DTX Hospitalı 236 və 239 Saylı Məktəblərin Tam Yanında 3 otaqlı Əla Təmirli Mənzil Satılır.Mənzil Yeni Təmirdən Çıxıb Təmirdən Sonra Yaşayış Olmayıb.
Orta blokdu,Hər İki Tərəfə Baxışı var(YELÇƏKƏNDİR)
Ətraflı Məlumat üçün əlaqə Saxlayın."
6360713,https://bina.az/items/6360713,menziller/yeni-tikili,140000.00,60.00,2,7,15,yeni tikili,temirli,t,f,Bakı,Suraxanı,Yeni Günəşli,,,,,agent,"Suraxanı rayonu,Yeni Günəşli qəsəbəsi,Poliklinikanın yaxınlığında,Yeni tikili binada 2 otağa düzəlmə mənzil Satılır.Su qaz və işıq daimidir.Sənəd Çıxarış,İpotekaya yararlıdır.Mənzildə hal hazırda icarədar qalır.Bu səbəbdəndə investisiya etmək istəyənlər üçün ideal variantdır.Qiymət son deyil.Əlavə məlumat və baxış üçün əlaqə saxlayın.Mənzil tam əşyalı Satılır.

Ofis haqqı 1% təşkil edir."
6364694,https://bina.az/items/6364694,menziller/yeni-tikili,525000.00,198.00,4,13,17,yeni tikili,temirli,t,t,Bakı,Nəsimi,,,Park Zorge,,,agent,"Nəsimi rayonu , Mərdanov Qardaşları kuçəsi YURD MTK  17 mərtəbəli binada 4 otaqlı təmirli  mənzil satılır. Mənzilin 3 yataq otagı 2 sanuzeli var. Elektrik avadanlıqlar xaric  digər əşyalarla birlikdə satılır. 
Binanın infrastruku olduqca əlverişli yerdədir , Rus səfirliyi , Dədə Qorqud parkına yaxındır . Ətrafda  uşaq  baxçası , məktəb , marketlər movcutdur. 
24 saat muhafizə nəzarət sistemi , surətli liftlər xidmətinizdədir. 
Binada qaz, işıq , su daimidir. 
Bu cur gozəl əlverişli mənzilə sahib olmaq istəyirsinizsə buyurun bizimlə əlaqə saxlayın . 
Xidmət haqqı alıcı tərəfindən 1 %

Продается отремонтированная 4-комнатная квартира в 17-этажном доме «YURD MTK», расположенном на улице Братьев Мардановых (Насиминский район). В квартире 3 спальни и 2 санузла. Жилье продается полностью меблированным (за исключением бытовой техники).
Дом находится в очень удобном месте — рядом с посольством России и парком «Деде Горгуд». В шаговой доступности расположены детские сады, школы и магазины.
К услугам жильцов — круглосуточная охрана и скоростные лифты.
Обеспечено бесперебойное снабжение газом, электричеством и водой.
Если вы хотите стать владельцем этой замечательной квартиры с удачным расположением, пожалуйста, свяжитесь с нами.
Комиссия: 1% (оплачивается покупателем)."
6158588,https://bina.az/items/6158588,menziller/yeni-tikili,363000.00,146.40,3,14,16,yeni tikili,temirsiz,t,f,Bakı,Nizami,,Koroğlu,ASAN Xidmət №5,,,agent,"EKSKLUZİV TƏKLİF!!! BAZAR DƏYƏRİNDƏN UCUZ!!! KOROĞLU METRO,BAKU CİTY RESİDENCE,3 OTAQ,TƏCİLİ!!!

Koroğlu metrosu yaxınlığı,5 Saylı Asan Xidmətin yanında yerləşən,BAKU CİTY RESİDENCE binasının 14-cü mərtəbəsində,sahəsi 146.4 kv olan,3 otaqlı təmirsiz mənzil satılır.Təbii qazı,işığı və suyu daimidir.Mənzilin proyekti açıqdır və istəyən uyğun təmir edə bilərsiniz.Mənzilin baxışı açıqdır.Binanın avtoparkingi və sürətli liftləri var.Mənzilin sənədi isə müqavilədir.Binada Kupça var! ALICI ÜÇÜN OFİS XİDMƏT HAQQI 1% TƏŞKİL EDİR!!! REAL ALICILAR ƏLAQƏ YARATSIN!!!"
6247191,https://bina.az/items/6247191,menziller/yeni-tikili,450000.00,115.00,3,18,19,yeni tikili,temirli,t,t,Bakı,Xətai,Ağ şəhər,Şah İsmayıl Xətai,ASAN Xidmət №2,,,agent,"Şəhərin Xətai metrosuna yaxın Ağ Şəhər Bulvarına yaxın   Premium Komplekslərindən biri  olan  Park Azurun 19 mərtəbəli Binasının 18 ci mərtəbəsində tam əşyalı təmirli 2 otaqdan 3 otağa düzəlmə mənzil satılır. Multi Kondisoner Sistemi hər 3 otaqda, 2 san uzel, 2 balkon, mətbəxin döşəməsi isti pol, 2 soyuducu, geniş mebel dəsti şkafı qardirobları. Mənzilin cıxarışı var. İpotekaya  yararlıdır. Rahat Dayanacağı, Hovuzu, Saunası, idman  Fitnes zalı  yüksək səviyyədədir."
6364696,https://bina.az/items/6364696,menziller/kohne-tikili,140000.00,65.00,2,9,9,kohne tikili,temirli,t,t,Bakı,Xətai,Həzi Aslanov,Həzi Aslanov,,,,agent,"Hezi Aslanov metrosuna Yaxin İlqar Zulfiqarov kucesinde 9 mertebeli binanin 9 cu mertebesinde Kiev lahiyeli 2 otaqli menzil 140000 manata satilir
Menzilin seneti Kupcadir Dovlet ipotekasina yararlidir
Menzile istenilen vaxt baxmaq olar 
Firma haqqi 1%"
6283931,https://bina.az/items/6283931,menziller/yeni-tikili,324900.00,77.00,2,8,20,yeni tikili,temirsiz,f,f,Bakı,Xətai,,Şah İsmayıl Xətai,,,,agent,"!! ƏLA FÜRSƏT !! TƏCİLİ PREMİUM MƏNZİL SATILIR,
Endirim mümkündür !

Ünvan. Xətai ray. Mehdi Mehdizadə küçəsi .

BİNADA QAZ, SU , İŞIQ DAİMİDİR.

Premium Binada dəyərindən aşağı Təmirsiz mənzil satılır.
Mənzilə giriş , otaq, mətbəx və sanitar qovşağının proyekti elə qurulub ki, 1 otaqdan 2 otaq rahat planlaşdırmaq olur.

Binanın üstünlükləri .

Reception xidməti
Geniş və qapalı həyət
Uşaqlar üçün əyləncə yeri
Restoranlar və coffee shoplar
Yeraltı parkinq
Metro

Ətraflı məlumat üçün elə indi zəng edin.
Xidmət ofis haqqı alıcı tərəfindən 1 % Təşkil edir."
5955660,https://bina.az/items/5955660,menziller/yeni-tikili,525000.00,175.00,4,14,17,yeni tikili,temirsiz,t,f,Bakı,Yasamal,,Nizami,Dövlət Statistika Komitəsi,,,agent,"Insaatcilar prospektinde,Elmler ve Nizami m/s yaxinligida Deniz ve Central Parka baxisi olan 4otaqli temirsiz(podmayak) menzi satilir.Menzilin genis otaqlari var.Bina qazli ve yasayisli binadir.Elave melumat ucun zeng ede bilersiz"
6364703,https://bina.az/items/6364703,menziller/kohne-tikili,132000.00,60.00,2,6,9,kohne tikili,temirli,t,f,Bakı,Suraxanı,Qaraçuxur,,,,,agent,"Qaraçuxur Qəsəbəsi. Tatlının Yanı, 104+146-Nömrəli Məktəbin Yanı, Orta Blok Kiyev Proyekt, 9-Mərtəbəli Binanın, 6-Cı  Mərtəbəsində Qanuni 2-Otaqlı Mənzil Satılır. Maraqlanmaq İstəyənlər Zəng Vursun"
6364704,https://bina.az/items/6364704,menziller/kohne-tikili,140000.00,60.00,2,9,9,kohne tikili,temirli,t,f,Bakı,Xətai,,Həzi Aslanov,,,,agent,"Hezi Aslanov metrosuna Yaxin İlqar Zulfiqarov kucesinde 9 mertebeli binanin 9 cu mertebesinde Kiev lahiyeli 2 otaqli menzil 140000 manata satilir
Menzilin seneti Kupcadir Dovlet ipotekasina yararlidir
Menzile istenilen vaxt baxmaq olar 
Firma haqqi 1% S R X V"
6281464,https://bina.az/items/6281464,menziller/yeni-tikili,850000.00,194.00,4,12,20,yeni tikili,temirsiz,f,f,Bakı,Xətai,Ağ şəhər,,Ağ şəhər,,,agent,"💥Ela TekliF...💥
📍 Ü𝐧𝐯𝐚𝐧: Ağ şəhər
📍 Nobel Tower
🏠 Tə𝐦𝐢𝐫siz
🛠️ 4 𝐨𝐭𝐚𝐪
📐 𝐌ə𝐧𝐳𝐢𝐥 𝐬𝐚𝐡ə𝐬𝐢 194𝐦𝟐
📌 𝐌ə𝐫𝐭ə𝐛ə 20/12
📄 𝐒ə𝐧ə𝐝: Müqavilə
💰 𝐐𝐢𝐲𝐦ə𝐭 850.000 𝐀𝐳𝐍
📌Əlave 𝐦ə𝐥𝐮𝐦𝐚𝐭 üçü𝐧 𝐳ə𝐧g ede bilersiz"
6238846,https://bina.az/items/6238846,menziller/kohne-tikili,177000.00,65.00,2,3,9,kohne tikili,temirli,t,t,Bakı,Nizami,,Koroğlu,,,,agent,"🏡✨ QARA QARAYEV METROSU YAXINLIĞINDA ƏLA TƏKLİF! ✨🏡

📍 Qara Qarayev metrosuna yaxın, Əli Vəliyev küçəsi 7A ünvanında, Ruslan 93 marketinin arxasında yerləşən Leninqrad layihəli mənzil satışa təqdim olunur!

✅ Qanuni 2 otaq
✅ 9 mərtəbəli binanın 3-cü mərtəbəsi
✅ Orta blok
✅ Kupçalı (Çıxarışlı)
✅ İpoteka üçün əlverişli
✅ Abad və səliqəli məhlə
✅ Rahat və əlverişli yerləşmə

Mənzil işıqlı, rahat planlaşdırmaya malikdir və ailəvi yaşayış üçün ideal seçimdir. Binanın ətrafında məktəb, uşaq bağçası, marketlər, apteklər və digər vacib infrastruktur obyektləri mövcuddur. Metroya və ictimai nəqliyyata yaxınlığı gündəlik həyatınızı daha da rahat edəcək.

💰 Qiymət: 177.000 AZN

📞 Ətraflı məlumat və mənzilə baxış üçün elə indi əlaqə saxlayın!

📌 Xidmət haqqı: 1% (alıcı tərəfdən)"
6283193,https://bina.az/items/6283193,menziller/yeni-tikili,198000.00,65.00,3,3,5,yeni tikili,temirli,t,f,Bakı,Yasamal,Yasamal,İnşaatçılar,ASAN Xidmət №3,,,agent,"Yasamal rayonu, Musabəyov parkının yaxınlığında qanuni 3 otaqlı, 65 m² sahəli, 3/5 mərtəbədə yerləşən mənzil satılır.
Mənzil skvaznoy layihəlidir və 2 balkonu var. Mənzildən cəmi 1 dəqiqəlik piyada məsafədə birbaşa Musabəyov parkına çıxır
Real alıcı olsa, qiymətdə razılaşmaq olar.
Ətraflı məlumat üçün əlaqə saxlaya bilərsiniz."
6224777,https://bina.az/items/6224777,menziller/kohne-tikili,148000.00,70.00,3,2,5,kohne tikili,temirli,t,f,Bakı,Binəqədi,,,,,,agent,"🏡 **AZADLIQ METROSUNUN YAXINLIĞINDA SƏRFƏLİ MƏNZİL SATILIR!**

📍 Tayqa Marketin arxasında yerləşən köhnə tikili binada mənzil satışa çıxarıldı.

🔹 5 mərtəbəli binanın 2-ci mərtəbəsi
🔹 Ümumi sahə: 70 m²
🔹 1 otaqdan 3 otağa düzəlmə
🔹 Orta təmirli
🔹 Əşyalı satılır
🔹 Çıxarış (kupça) var

✨ Mənzilin üstünlükləri:

✅ Azadlıq metrosuna yaxın məsafədə yerləşir
✅ Orta mərtəbə
✅ Yaşamaq və kirayə vermək üçün əlverişli variant
✅ Sakit və yaşayış üçün əlverişli məhəllə

🏫 İnfrastruktur baxımından çox əlverişli ərazidə yerləşir:

Ətrafında 2 orta məktəb
 1 uşaq bağçası
 Park və istirahət zonası
 Binanın yanında Araz Market
 Bir çox market, mağaza və digər iaşə obyektləri

 Həm yaşayış, həm də investisiya məqsədi ilə dəyərləndirilə biləcək mənzildir.

📞 Ətraflı məlumat və baxış üçün əlaqə saxlayına bilersiniz.
Xidmet haqqi 2%"
